mode,step,epoch,metrics
train,step=5200,epoch=168,loss=0.246046 loss_rec=0.234681 loss_eq=0.227314 acc/pixel_acc=0.928993 acc/mean_pixel_acc=0.903098 acc/iou=0.834393
val,step=5208,epoch=168,loss=0.477699 loss_rec=0.477699 loss_eq=0.000000 acc/pixel_acc=0.852116 acc/mean_pixel_acc=0.729414 acc/iou=0.628917 best_acc/pixel_acc=0.855462 best_acc/mean_pixel_acc=0.762676 best_acc/iou=0.653577
val,step=5239,epoch=169,loss=0.446659 loss_rec=0.446659 loss_eq=0.000000 acc/pixel_acc=0.853378 acc/mean_pixel_acc=0.749380 acc/iou=0.645854 best_acc/pixel_acc=0.855462 best_acc/mean_pixel_acc=0.762676 best_acc/iou=0.653577
val,step=5270,epoch=170,loss=0.443358 loss_rec=0.443358 loss_eq=0.000000 acc/pixel_acc=0.851521 acc/mean_pixel_acc=0.754993 acc/iou=0.644867 best_acc/pixel_acc=0.855462 best_acc/mean_pixel_acc=0.762676 best_acc/iou=0.653577
train,step=5300,epoch=171,loss=0.235294 loss_rec=0.224870 loss_eq=0.208479 acc/pixel_acc=0.930301 acc/mean_pixel_acc=0.905351 acc/iou=0.837349
val,step=5301,epoch=171,loss=0.431719 loss_rec=0.431719 loss_eq=0.000000 acc/pixel_acc=0.856464 acc/mean_pixel_acc=0.753737 acc/iou=0.651781 best_acc/pixel_acc=0.856464 best_acc/mean_pixel_acc=0.762676 best_acc/iou=0.653577
val,step=5332,epoch=172,loss=0.444266 loss_rec=0.444266 loss_eq=0.000000 acc/pixel_acc=0.858212 acc/mean_pixel_acc=0.763434 acc/iou=0.662850 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.763434 best_acc/iou=0.662850
val,step=5363,epoch=173,loss=0.448421 loss_rec=0.448421 loss_eq=0.000000 acc/pixel_acc=0.857590 acc/mean_pixel_acc=0.764458 acc/iou=0.659475 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.764458 best_acc/iou=0.662850
val,step=5394,epoch=174,loss=0.461662 loss_rec=0.461662 loss_eq=0.000000 acc/pixel_acc=0.851665 acc/mean_pixel_acc=0.737951 acc/iou=0.636934 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.764458 best_acc/iou=0.662850
train,step=5400,epoch=175,loss=0.198244 loss_rec=0.187206 loss_eq=0.220760 acc/pixel_acc=0.932282 acc/mean_pixel_acc=0.908958 acc/iou=0.839363
val,step=5425,epoch=175,loss=0.480370 loss_rec=0.480370 loss_eq=0.000000 acc/pixel_acc=0.848403 acc/mean_pixel_acc=0.725161 acc/iou=0.622245 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.764458 best_acc/iou=0.662850
val,step=5456,epoch=176,loss=0.853405 loss_rec=0.853405 loss_eq=0.000000 acc/pixel_acc=0.786501 acc/mean_pixel_acc=0.682997 acc/iou=0.541286 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.764458 best_acc/iou=0.662850
val,step=5487,epoch=177,loss=0.688143 loss_rec=0.688143 loss_eq=0.000000 acc/pixel_acc=0.736727 acc/mean_pixel_acc=0.526547 acc/iou=0.396611 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.764458 best_acc/iou=0.662850
train,step=5500,epoch=178,loss=0.718979 loss_rec=0.712843 loss_eq=0.122728 acc/pixel_acc=0.755489 acc/mean_pixel_acc=0.572247 acc/iou=0.448742
val,step=5518,epoch=178,loss=0.537196 loss_rec=0.537196 loss_eq=0.000000 acc/pixel_acc=0.788180 acc/mean_pixel_acc=0.610869 acc/iou=0.500213 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.764458 best_acc/iou=0.662850
val,step=5549,epoch=179,loss=0.456105 loss_rec=0.456105 loss_eq=0.000000 acc/pixel_acc=0.824738 acc/mean_pixel_acc=0.701783 acc/iou=0.578062 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.764458 best_acc/iou=0.662850
val,step=5580,epoch=180,loss=0.430487 loss_rec=0.430487 loss_eq=0.000000 acc/pixel_acc=0.841899 acc/mean_pixel_acc=0.717722 acc/iou=0.603292 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.764458 best_acc/iou=0.662850
train,step=5600,epoch=181,loss=0.307062 loss_rec=0.297975 loss_eq=0.181742 acc/pixel_acc=0.894253 acc/mean_pixel_acc=0.821234 acc/iou=0.731674
val,step=5611,epoch=181,loss=0.492202 loss_rec=0.492202 loss_eq=0.000000 acc/pixel_acc=0.839193 acc/mean_pixel_acc=0.747659 acc/iou=0.623009 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.764458 best_acc/iou=0.662850
val,step=5642,epoch=182,loss=0.460246 loss_rec=0.460246 loss_eq=0.000000 acc/pixel_acc=0.846774 acc/mean_pixel_acc=0.749567 acc/iou=0.631520 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.764458 best_acc/iou=0.662850
val,step=5673,epoch=183,loss=0.462979 loss_rec=0.462979 loss_eq=0.000000 acc/pixel_acc=0.848874 acc/mean_pixel_acc=0.763661 acc/iou=0.648597 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.764458 best_acc/iou=0.662850
train,step=5700,epoch=184,loss=0.230353 loss_rec=0.220236 loss_eq=0.202345 acc/pixel_acc=0.920837 acc/mean_pixel_acc=0.890410 acc/iou=0.815421
val,step=5704,epoch=184,loss=0.458404 loss_rec=0.458404 loss_eq=0.000000 acc/pixel_acc=0.854295 acc/mean_pixel_acc=0.777561 acc/iou=0.655649 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=5735,epoch=185,loss=0.435683 loss_rec=0.435683 loss_eq=0.000000 acc/pixel_acc=0.848859 acc/mean_pixel_acc=0.757529 acc/iou=0.642674 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=5766,epoch=186,loss=0.469026 loss_rec=0.469026 loss_eq=0.000000 acc/pixel_acc=0.855141 acc/mean_pixel_acc=0.750878 acc/iou=0.640345 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=5797,epoch=187,loss=0.471531 loss_rec=0.471531 loss_eq=0.000000 acc/pixel_acc=0.857386 acc/mean_pixel_acc=0.765946 acc/iou=0.653868 best_acc/pixel_acc=0.858212 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
train,step=5800,epoch=188,loss=0.218214 loss_rec=0.207582 loss_eq=0.212642 acc/pixel_acc=0.924577 acc/mean_pixel_acc=0.897854 acc/iou=0.826365
val,step=5828,epoch=188,loss=0.459497 loss_rec=0.459497 loss_eq=0.000000 acc/pixel_acc=0.858474 acc/mean_pixel_acc=0.764889 acc/iou=0.652630 best_acc/pixel_acc=0.858474 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=5859,epoch=189,loss=0.452504 loss_rec=0.452504 loss_eq=0.000000 acc/pixel_acc=0.859272 acc/mean_pixel_acc=0.769702 acc/iou=0.654301 best_acc/pixel_acc=0.859272 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=5890,epoch=190,loss=0.457075 loss_rec=0.457075 loss_eq=0.000000 acc/pixel_acc=0.859073 acc/mean_pixel_acc=0.766392 acc/iou=0.651611 best_acc/pixel_acc=0.859272 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
train,step=5900,epoch=191,loss=0.222341 loss_rec=0.209685 loss_eq=0.253126 acc/pixel_acc=0.930132 acc/mean_pixel_acc=0.905803 acc/iou=0.836449
val,step=5921,epoch=191,loss=0.451349 loss_rec=0.451349 loss_eq=0.000000 acc/pixel_acc=0.856123 acc/mean_pixel_acc=0.763155 acc/iou=0.648516 best_acc/pixel_acc=0.859272 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=5952,epoch=192,loss=0.472148 loss_rec=0.472148 loss_eq=0.000000 acc/pixel_acc=0.857216 acc/mean_pixel_acc=0.750694 acc/iou=0.638442 best_acc/pixel_acc=0.859272 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=5983,epoch=193,loss=0.445512 loss_rec=0.445512 loss_eq=0.000000 acc/pixel_acc=0.859895 acc/mean_pixel_acc=0.746497 acc/iou=0.644358 best_acc/pixel_acc=0.859895 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
train,step=6000,epoch=194,loss=0.200367 loss_rec=0.188466 loss_eq=0.238025 acc/pixel_acc=0.931839 acc/mean_pixel_acc=0.907411 acc/iou=0.839184
val,step=6014,epoch=194,loss=0.443240 loss_rec=0.443240 loss_eq=0.000000 acc/pixel_acc=0.860558 acc/mean_pixel_acc=0.746346 acc/iou=0.648560 best_acc/pixel_acc=0.860558 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=6045,epoch=195,loss=0.433965 loss_rec=0.433965 loss_eq=0.000000 acc/pixel_acc=0.858537 acc/mean_pixel_acc=0.735654 acc/iou=0.640008 best_acc/pixel_acc=0.860558 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=6076,epoch=196,loss=0.418675 loss_rec=0.418675 loss_eq=0.000000 acc/pixel_acc=0.860035 acc/mean_pixel_acc=0.744007 acc/iou=0.647926 best_acc/pixel_acc=0.860558 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
train,step=6100,epoch=197,loss=0.246378 loss_rec=0.233750 loss_eq=0.252551 acc/pixel_acc=0.933363 acc/mean_pixel_acc=0.911699 acc/iou=0.845350
val,step=6107,epoch=197,loss=0.413044 loss_rec=0.413044 loss_eq=0.000000 acc/pixel_acc=0.861106 acc/mean_pixel_acc=0.754503 acc/iou=0.652026 best_acc/pixel_acc=0.861106 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=6138,epoch=198,loss=0.426119 loss_rec=0.426119 loss_eq=0.000000 acc/pixel_acc=0.861481 acc/mean_pixel_acc=0.758288 acc/iou=0.656744 best_acc/pixel_acc=0.861481 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=6169,epoch=199,loss=0.438738 loss_rec=0.438738 loss_eq=0.000000 acc/pixel_acc=0.860033 acc/mean_pixel_acc=0.764856 acc/iou=0.658658 best_acc/pixel_acc=0.861481 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
train,step=6200,epoch=200,loss=0.184240 loss_rec=0.173259 loss_eq=0.219626 acc/pixel_acc=0.935540 acc/mean_pixel_acc=0.913867 acc/iou=0.849636
val,step=6200,epoch=200,loss=0.436486 loss_rec=0.436486 loss_eq=0.000000 acc/pixel_acc=0.858487 acc/mean_pixel_acc=0.752103 acc/iou=0.647108 best_acc/pixel_acc=0.861481 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=6231,epoch=201,loss=0.460910 loss_rec=0.460910 loss_eq=0.000000 acc/pixel_acc=0.859372 acc/mean_pixel_acc=0.753785 acc/iou=0.654664 best_acc/pixel_acc=0.861481 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=6262,epoch=202,loss=0.475951 loss_rec=0.475951 loss_eq=0.000000 acc/pixel_acc=0.860204 acc/mean_pixel_acc=0.762152 acc/iou=0.659620 best_acc/pixel_acc=0.861481 best_acc/mean_pixel_acc=0.777561 best_acc/iou=0.662850
val,step=6293,epoch=203,loss=0.457013 loss_rec=0.457013 loss_eq=0.000000 acc/pixel_acc=0.864290 acc/mean_pixel_acc=0.786384 acc/iou=0.680881 best_acc/pixel_acc=0.864290 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
train,step=6300,epoch=204,loss=0.205673 loss_rec=0.194035 loss_eq=0.232764 acc/pixel_acc=0.936511 acc/mean_pixel_acc=0.911087 acc/iou=0.850346
val,step=6324,epoch=204,loss=0.430653 loss_rec=0.430653 loss_eq=0.000000 acc/pixel_acc=0.863671 acc/mean_pixel_acc=0.774162 acc/iou=0.666564 best_acc/pixel_acc=0.864290 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
val,step=6355,epoch=205,loss=0.457735 loss_rec=0.457735 loss_eq=0.000000 acc/pixel_acc=0.861101 acc/mean_pixel_acc=0.779879 acc/iou=0.673002 best_acc/pixel_acc=0.864290 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
val,step=6386,epoch=206,loss=0.426823 loss_rec=0.426823 loss_eq=0.000000 acc/pixel_acc=0.864486 acc/mean_pixel_acc=0.767479 acc/iou=0.665700 best_acc/pixel_acc=0.864486 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
train,step=6400,epoch=207,loss=0.179061 loss_rec=0.168801 loss_eq=0.205210 acc/pixel_acc=0.937282 acc/mean_pixel_acc=0.916170 acc/iou=0.852775
val,step=6417,epoch=207,loss=0.416886 loss_rec=0.416886 loss_eq=0.000000 acc/pixel_acc=0.859394 acc/mean_pixel_acc=0.742623 acc/iou=0.645097 best_acc/pixel_acc=0.864486 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
val,step=6448,epoch=208,loss=0.448973 loss_rec=0.448973 loss_eq=0.000000 acc/pixel_acc=0.859932 acc/mean_pixel_acc=0.762596 acc/iou=0.661733 best_acc/pixel_acc=0.864486 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
val,step=6479,epoch=209,loss=0.426914 loss_rec=0.426914 loss_eq=0.000000 acc/pixel_acc=0.864772 acc/mean_pixel_acc=0.778483 acc/iou=0.673491 best_acc/pixel_acc=0.864772 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
train,step=6500,epoch=210,loss=0.196220 loss_rec=0.184821 loss_eq=0.227971 acc/pixel_acc=0.936938 acc/mean_pixel_acc=0.915309 acc/iou=0.852437
val,step=6510,epoch=210,loss=0.419062 loss_rec=0.419062 loss_eq=0.000000 acc/pixel_acc=0.861515 acc/mean_pixel_acc=0.763441 acc/iou=0.663332 best_acc/pixel_acc=0.864772 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
val,step=6541,epoch=211,loss=0.412637 loss_rec=0.412637 loss_eq=0.000000 acc/pixel_acc=0.857375 acc/mean_pixel_acc=0.749238 acc/iou=0.644649 best_acc/pixel_acc=0.864772 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
val,step=6572,epoch=212,loss=0.434363 loss_rec=0.434363 loss_eq=0.000000 acc/pixel_acc=0.859579 acc/mean_pixel_acc=0.753301 acc/iou=0.651441 best_acc/pixel_acc=0.864772 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
train,step=6600,epoch=213,loss=0.168320 loss_rec=0.158611 loss_eq=0.194187 acc/pixel_acc=0.934707 acc/mean_pixel_acc=0.913745 acc/iou=0.850215
val,step=6603,epoch=213,loss=0.433748 loss_rec=0.433748 loss_eq=0.000000 acc/pixel_acc=0.858168 acc/mean_pixel_acc=0.769352 acc/iou=0.654845 best_acc/pixel_acc=0.864772 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
val,step=6634,epoch=214,loss=0.432663 loss_rec=0.432663 loss_eq=0.000000 acc/pixel_acc=0.857028 acc/mean_pixel_acc=0.755502 acc/iou=0.641150 best_acc/pixel_acc=0.864772 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
val,step=6665,epoch=215,loss=0.585718 loss_rec=0.585718 loss_eq=0.000000 acc/pixel_acc=0.834826 acc/mean_pixel_acc=0.730510 acc/iou=0.608003 best_acc/pixel_acc=0.864772 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
val,step=6696,epoch=216,loss=0.591876 loss_rec=0.591876 loss_eq=0.000000 acc/pixel_acc=0.834541 acc/mean_pixel_acc=0.759946 acc/iou=0.611689 best_acc/pixel_acc=0.864772 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
train,step=6700,epoch=217,loss=0.250396 loss_rec=0.238029 loss_eq=0.247349 acc/pixel_acc=0.913252 acc/mean_pixel_acc=0.889490 acc/iou=0.795735
val,step=6727,epoch=217,loss=0.447713 loss_rec=0.447713 loss_eq=0.000000 acc/pixel_acc=0.861799 acc/mean_pixel_acc=0.773958 acc/iou=0.671131 best_acc/pixel_acc=0.864772 best_acc/mean_pixel_acc=0.786384 best_acc/iou=0.680881
val,step=6758,epoch=218,loss=0.447651 loss_rec=0.447651 loss_eq=0.000000 acc/pixel_acc=0.862309 acc/mean_pixel_acc=0.789321 acc/iou=0.669763 best_acc/pixel_acc=0.864772 best_acc/mean_pixel_acc=0.789321 best_acc/iou=0.680881
val,step=6789,epoch=219,loss=0.434599 loss_rec=0.434599 loss_eq=0.000000 acc/pixel_acc=0.864994 acc/mean_pixel_acc=0.795526 acc/iou=0.671875 best_acc/pixel_acc=0.864994 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.680881
train,step=6800,epoch=220,loss=0.180376 loss_rec=0.170083 loss_eq=0.205868 acc/pixel_acc=0.937379 acc/mean_pixel_acc=0.915654 acc/iou=0.853380
val,step=6820,epoch=220,loss=0.436831 loss_rec=0.436831 loss_eq=0.000000 acc/pixel_acc=0.865833 acc/mean_pixel_acc=0.782164 acc/iou=0.665790 best_acc/pixel_acc=0.865833 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.680881
val,step=6851,epoch=221,loss=0.442700 loss_rec=0.442700 loss_eq=0.000000 acc/pixel_acc=0.864251 acc/mean_pixel_acc=0.772691 acc/iou=0.663452 best_acc/pixel_acc=0.865833 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.680881
val,step=6882,epoch=222,loss=0.436221 loss_rec=0.436221 loss_eq=0.000000 acc/pixel_acc=0.864494 acc/mean_pixel_acc=0.770871 acc/iou=0.660053 best_acc/pixel_acc=0.865833 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.680881
train,step=6900,epoch=223,loss=0.193831 loss_rec=0.183919 loss_eq=0.198239 acc/pixel_acc=0.939601 acc/mean_pixel_acc=0.919247 acc/iou=0.856712
val,step=6913,epoch=223,loss=0.441723 loss_rec=0.441723 loss_eq=0.000000 acc/pixel_acc=0.862672 acc/mean_pixel_acc=0.779798 acc/iou=0.670551 best_acc/pixel_acc=0.865833 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.680881
val,step=6944,epoch=224,loss=0.443182 loss_rec=0.443182 loss_eq=0.000000 acc/pixel_acc=0.861122 acc/mean_pixel_acc=0.777897 acc/iou=0.670793 best_acc/pixel_acc=0.865833 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.680881
val,step=6975,epoch=225,loss=0.458499 loss_rec=0.458499 loss_eq=0.000000 acc/pixel_acc=0.864926 acc/mean_pixel_acc=0.782373 acc/iou=0.677859 best_acc/pixel_acc=0.865833 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.680881
train,step=7000,epoch=226,loss=0.197738 loss_rec=0.186099 loss_eq=0.232776 acc/pixel_acc=0.937686 acc/mean_pixel_acc=0.917786 acc/iou=0.853883
val,step=7006,epoch=226,loss=0.455001 loss_rec=0.455001 loss_eq=0.000000 acc/pixel_acc=0.864512 acc/mean_pixel_acc=0.772872 acc/iou=0.676390 best_acc/pixel_acc=0.865833 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.680881
val,step=7037,epoch=227,loss=0.458365 loss_rec=0.458365 loss_eq=0.000000 acc/pixel_acc=0.864323 acc/mean_pixel_acc=0.775723 acc/iou=0.676434 best_acc/pixel_acc=0.865833 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.680881
val,step=7068,epoch=228,loss=0.441803 loss_rec=0.441803 loss_eq=0.000000 acc/pixel_acc=0.867436 acc/mean_pixel_acc=0.772902 acc/iou=0.681436 best_acc/pixel_acc=0.867436 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.681436
val,step=7099,epoch=229,loss=0.446026 loss_rec=0.446026 loss_eq=0.000000 acc/pixel_acc=0.866304 acc/mean_pixel_acc=0.778368 acc/iou=0.683326 best_acc/pixel_acc=0.867436 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
train,step=7100,epoch=230,loss=0.183648 loss_rec=0.172911 loss_eq=0.214759 acc/pixel_acc=0.938564 acc/mean_pixel_acc=0.852151 acc/iou=0.791136
val,step=7130,epoch=230,loss=0.447926 loss_rec=0.447926 loss_eq=0.000000 acc/pixel_acc=0.864384 acc/mean_pixel_acc=0.768730 acc/iou=0.671270 best_acc/pixel_acc=0.867436 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7161,epoch=231,loss=0.453098 loss_rec=0.453098 loss_eq=0.000000 acc/pixel_acc=0.862137 acc/mean_pixel_acc=0.756104 acc/iou=0.649516 best_acc/pixel_acc=0.867436 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7192,epoch=232,loss=0.455195 loss_rec=0.455195 loss_eq=0.000000 acc/pixel_acc=0.865229 acc/mean_pixel_acc=0.758682 acc/iou=0.663006 best_acc/pixel_acc=0.867436 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
train,step=7200,epoch=233,loss=0.171830 loss_rec=0.162102 loss_eq=0.194547 acc/pixel_acc=0.940430 acc/mean_pixel_acc=0.923216 acc/iou=0.860253
val,step=7223,epoch=233,loss=0.428365 loss_rec=0.428365 loss_eq=0.000000 acc/pixel_acc=0.867429 acc/mean_pixel_acc=0.771334 acc/iou=0.681778 best_acc/pixel_acc=0.867436 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7254,epoch=234,loss=0.435590 loss_rec=0.435590 loss_eq=0.000000 acc/pixel_acc=0.867160 acc/mean_pixel_acc=0.768164 acc/iou=0.674818 best_acc/pixel_acc=0.867436 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7285,epoch=235,loss=0.413226 loss_rec=0.413226 loss_eq=0.000000 acc/pixel_acc=0.868292 acc/mean_pixel_acc=0.776530 acc/iou=0.679992 best_acc/pixel_acc=0.868292 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
train,step=7300,epoch=236,loss=0.176994 loss_rec=0.165795 loss_eq=0.223965 acc/pixel_acc=0.942773 acc/mean_pixel_acc=0.922942 acc/iou=0.863606
val,step=7316,epoch=236,loss=0.424444 loss_rec=0.424444 loss_eq=0.000000 acc/pixel_acc=0.867976 acc/mean_pixel_acc=0.774831 acc/iou=0.680561 best_acc/pixel_acc=0.868292 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7347,epoch=237,loss=0.452569 loss_rec=0.452569 loss_eq=0.000000 acc/pixel_acc=0.865779 acc/mean_pixel_acc=0.773324 acc/iou=0.680073 best_acc/pixel_acc=0.868292 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7378,epoch=238,loss=0.446957 loss_rec=0.446957 loss_eq=0.000000 acc/pixel_acc=0.867418 acc/mean_pixel_acc=0.777268 acc/iou=0.681824 best_acc/pixel_acc=0.868292 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
train,step=7400,epoch=239,loss=0.175414 loss_rec=0.164812 loss_eq=0.212039 acc/pixel_acc=0.941820 acc/mean_pixel_acc=0.922685 acc/iou=0.863796
val,step=7409,epoch=239,loss=0.467583 loss_rec=0.467583 loss_eq=0.000000 acc/pixel_acc=0.865130 acc/mean_pixel_acc=0.774387 acc/iou=0.670453 best_acc/pixel_acc=0.868292 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7440,epoch=240,loss=0.440298 loss_rec=0.440298 loss_eq=0.000000 acc/pixel_acc=0.868435 acc/mean_pixel_acc=0.771728 acc/iou=0.679166 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7471,epoch=241,loss=0.462247 loss_rec=0.462247 loss_eq=0.000000 acc/pixel_acc=0.867037 acc/mean_pixel_acc=0.780308 acc/iou=0.681030 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
train,step=7500,epoch=242,loss=0.167595 loss_rec=0.158386 loss_eq=0.184177 acc/pixel_acc=0.940992 acc/mean_pixel_acc=0.921735 acc/iou=0.862661
val,step=7502,epoch=242,loss=0.439197 loss_rec=0.439197 loss_eq=0.000000 acc/pixel_acc=0.868165 acc/mean_pixel_acc=0.785446 acc/iou=0.677262 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7533,epoch=243,loss=0.451057 loss_rec=0.451057 loss_eq=0.000000 acc/pixel_acc=0.866900 acc/mean_pixel_acc=0.782088 acc/iou=0.671726 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7564,epoch=244,loss=0.466791 loss_rec=0.466791 loss_eq=0.000000 acc/pixel_acc=0.867740 acc/mean_pixel_acc=0.786307 acc/iou=0.679568 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7595,epoch=245,loss=0.515366 loss_rec=0.515366 loss_eq=0.000000 acc/pixel_acc=0.862801 acc/mean_pixel_acc=0.787959 acc/iou=0.676451 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
train,step=7600,epoch=246,loss=0.141338 loss_rec=0.131552 loss_eq=0.195717 acc/pixel_acc=0.943180 acc/mean_pixel_acc=0.925177 acc/iou=0.864104
val,step=7626,epoch=246,loss=0.531124 loss_rec=0.531124 loss_eq=0.000000 acc/pixel_acc=0.857831 acc/mean_pixel_acc=0.775889 acc/iou=0.662222 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7657,epoch=247,loss=0.465124 loss_rec=0.465124 loss_eq=0.000000 acc/pixel_acc=0.867765 acc/mean_pixel_acc=0.783343 acc/iou=0.681398 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7688,epoch=248,loss=0.474380 loss_rec=0.474380 loss_eq=0.000000 acc/pixel_acc=0.864447 acc/mean_pixel_acc=0.786354 acc/iou=0.679376 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
train,step=7700,epoch=249,loss=0.160742 loss_rec=0.150212 loss_eq=0.210598 acc/pixel_acc=0.941060 acc/mean_pixel_acc=0.921715 acc/iou=0.859988
val,step=7719,epoch=249,loss=0.476191 loss_rec=0.476191 loss_eq=0.000000 acc/pixel_acc=0.864317 acc/mean_pixel_acc=0.778860 acc/iou=0.670185 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7750,epoch=250,loss=0.489421 loss_rec=0.489421 loss_eq=0.000000 acc/pixel_acc=0.862351 acc/mean_pixel_acc=0.792367 acc/iou=0.680479 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7781,epoch=251,loss=0.531576 loss_rec=0.531576 loss_eq=0.000000 acc/pixel_acc=0.861816 acc/mean_pixel_acc=0.782413 acc/iou=0.671295 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
train,step=7800,epoch=252,loss=0.142351 loss_rec=0.134023 loss_eq=0.166553 acc/pixel_acc=0.942631 acc/mean_pixel_acc=0.923937 acc/iou=0.863106
